과목명,교수,전공,학년,학수번호,강의실,요일,강의시간
동양사상과현실문제, 윤태양," 문과대학, 철학과",1,BAAA04059,문307,수,10-12
동양사상과현실문제, 윤태양," 문과대학, 철학과",1,BAAA04059,문307,금,10-12
영어의세계, 안희돈," 문과대학, 영어영문학과",1,BAAA04086,문211,화,07-09
영어의세계, 안희돈," 문과대학, 영어영문학과",1,BAAA04086,문211,목,10-12
영어의세계, 안희돈," 문과대학, 영어영문학과",1,BAAA04086,문211,화,10-12
영어의세계, 안희돈," 문과대학, 영어영문학과",1,BAAA04086,문211,목,07-09
인간과커뮤니케이션, 손석춘," 문과대학, 미디어커뮤니케이션학과",1,BAAA04095,문304,월,01-03
인간과커뮤니케이션, 손석춘," 문과대학, 미디어커뮤니케이션학과",1,BAAA04095,문304,수,04-06
인간과커뮤니케이션, 박지선," 문과대학, 미디어커뮤니케이션학과",1,BAAA04095,문213,수,13-18
현대사입문, 김명환," 문과대학, 사학과, 지리학과, 지리학과학과",1,BAAA04110,문204,목,01-06
현대중국의이해, 김혜주," 문과대학, 중어중문학과",1,BAAA04112,문212,화,01-06
현대중국의이해, 정겨울," 문과대학, 중어중문학과",1,BAAA04112,문210,수,07-12
문화콘텐츠학입문, 윤혜영," 문과대학, 문화콘텐츠학과",1,BAAA39999,문305,화,10-12
문화콘텐츠학입문, 윤혜영," 문과대학, 문화콘텐츠학과",1,BAAA39999,문305,목,10-12
문화콘텐츠학입문, 이동배," 문과대학, 문화콘텐츠학과",1,BAAA39999,문302,화,14-16
문화콘텐츠학입문, 이동배," 문과대학, 문화콘텐츠학과",1,BAAA39999,문305,수,14-16
매스커뮤니케이션의이해, 이주현," 문과대학, 미디어커뮤니케이션학과",1,BAAA47907,문213,화,01-03
매스커뮤니케이션의이해, 이주현," 문과대학, 미디어커뮤니케이션학과",1,BAAA47907,문213,목,04-06
매스커뮤니케이션의이해, 이주현," 문과대학, 미디어커뮤니케이션학과",1,BAAA47907,문213,화,04-06
매스커뮤니케이션의이해, 이주현," 문과대학, 미디어커뮤니케이션학과",1,BAAA47907,문213,목,01-03
문학의이해와감상, 홍재범, 국어국문학과,1,BAAA49071,문303,월,16-18
문학의이해와감상, 홍재범, 국어국문학과,1,BAAA49071,문303,목,03-05
문학의이해와감상, 홍재범," 문과대학, 국어국문학과",1,BAAA49071,문303,월,07-09
문학의이해와감상, 홍재범," 문과대학, 국어국문학과",1,BAAA49071,문303,목,06-08
현대인의삶과고전, 황혜진, 국어국문학과,1,BAAA49080,문303,화,07-09
현대인의삶과고전, 황혜진, 국어국문학과,1,BAAA49080,문303,목,09-11
현대인의삶과고전, 박시언," 문과대학, 국어국문학과",1,BAAA49080,문309,목,09-14
영미문학의세계, 이혜수," 문과대학, 영어영문학과",1,BAAA49087,문209,화,07-09
영미문학의세계, 이혜수," 문과대학, 영어영문학과",1,BAAA49087,문209,목,10-12
영미문학의세계, 이혜수," 문과대학, 영어영문학과",1,BAAA49087,문209,화,10-12
영미문학의세계, 이혜수," 문과대학, 영어영문학과",1,BAAA49087,문209,목,07-09
철학의문제들, 박종성," 문과대학, 철학과",1,BAAA49119,문307,금,13-18
커뮤니케이션과인지, 홍우평," 문과대학, 미디어커뮤니케이션학과",1,BAAA51032,문304,월,04-06
커뮤니케이션과인지, 홍우평," 문과대학, 미디어커뮤니케이션학과",1,BAAA51032,문304,수,01-03
중국서사의이해, 당윤희," 문과대학, 중어중문학과",1,BAAA53549,공B155,화,10-12
중국서사의이해, 당윤희," 문과대학, 중어중문학과",1,BAAA53549,공B155,목,10-12
중국서사의이해, 김미라," 문과대학, 중어중문학과",1,BAAA53549,문204,금,04-09
인터랙티브콘텐츠연구, 정의준," 문과대학, 문화콘텐츠학과",1,BAAA59131,문306,화,14-16
인터랙티브콘텐츠연구, 정의준," 문과대학, 문화콘텐츠학과",1,BAAA59131,문306,목,14-16
인문지리학및실습, 김숙진," 문과대학, 지리학과, 지리학과학과",1,BAAA59183,문208,화,10-13
인문지리학및실습, 김숙진," 문과대학, 지리학과, 지리학과학과",1,BAAA59183,문208,목,03-06
한국지리, 허인혜," 문과대학, 지리학과, 지리학과학과",1,BAAA59185,문305,수,08-13
영미문화의전통, 오은혜," 문과대학, 영어영문학과",1,BAAA61088,문209,월,04-06
영미문화의전통, 오은혜," 문과대학, 영어영문학과",1,BAAA61088,문209,수,01-03
영미문화의전통, 미배정," 문과대학, 영어영문학과",1,BAAA61088,문302-1,화,01-03
영미문화의전통, 미배정," 문과대학, 영어영문학과",1,BAAA61088,문302-1,목,04-06
선형대수학, 유승수," 소프트웨어학과, 컴퓨터공학과, 컴퓨터공학부, 산업공학과",1,BBAA04972,공B473,월,01-03
선형대수학, 유승수," 소프트웨어학과, 컴퓨터공학과, 컴퓨터공학부, 산업공학과",1,BBAA04972,공B473,수,04-06
선형대수학, 유승수," 소프트웨어학과, 컴퓨터공학과, 컴퓨터공학부, 산업공학과",1,BBAA04972,공B473,월,04-06
선형대수학, 유승수," 소프트웨어학과, 컴퓨터공학과, 컴퓨터공학부, 산업공학과",1,BBAA04972,공B473,수,01-03
선형대수학, 유승수," 소프트웨어학과, 컴퓨터공학과, 컴퓨터공학부, 산업공학과",1,BBAA04972,공B473,월,07-09
선형대수학, 유승수," 소프트웨어학과, 컴퓨터공학과, 컴퓨터공학부, 산업공학과",1,BBAA04972,공B473,수,10-12
선형대수학, 유승수," 소프트웨어학과, 컴퓨터공학과, 컴퓨터공학부, 산업공학과",1,BBAA04972,공B473,월,10-12
선형대수학, 유승수," 소프트웨어학과, 컴퓨터공학과, 컴퓨터공학부, 산업공학과",1,BBAA04972,공B473,수,07-09
산업실무수학, 이동명, 신산업융합학과,1,BBAA49924,종강114,화,19-21
산업실무수학, 이동명, 신산업융합학과,1,BBAA49924,종강114,목,19-21
공업생물학, 최승일," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",1,BBAA54948,공B566,월,04-09
공업생물학, 최승일," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",1,BBAA54948,공B566,월,13-18
공업생물학, 박기수, 생물공학과,1,BBAA54948,공C482,수,10-15
신산업융합개론, 서철승, 신산업융합학과,1,BBAA57424,종강113,화,19-21
신산업융합개론, 서철승, 신산업융합학과,1,BBAA57424,종강113,목,19-21
공학화학및실험, 조동회, 생물공학과,1,BBAA59239,이101,화,13-16
공학화학및실험, 조동회, 생물공학과,1,BBAA59239,공A202,수,05-08
공학수학1, 성기원," 환경공학과, 인프라시스템, 사회환경플랜트, 사회환경공학부",2,BBAA62220,공B560,월,10-12
공학수학1, 성기원," 환경공학과, 인프라시스템, 사회환경플랜트, 사회환경공학부",2,BBAA62220,공B560,수,07-09
공학수학1, 이용학," 환경공학과, 인프라시스템, 사회환경플랜트, 사회환경공학부",2,BBAA62220,공B556,월,10-12
공학수학1, 이용학," 환경공학과, 인프라시스템, 사회환경플랜트, 사회환경공학부",2,BBAA62220,공B556,수,07-09
공학수학1, 김미현," 환경공학과, 인프라시스템, 사회환경플랜트, 사회환경공학부",2,BBAA62220,새503,화,01-03
공학수학1, 김미현," 환경공학과, 인프라시스템, 사회환경플랜트, 사회환경공학부",2,BBAA62220,새503,금,04-06
공학수학1, 이정욱," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBAA62220,공B170,화,16-18
공학수학1, 이정욱," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBAA62220,공B170,목,16-18
공학수학1, 이병욱," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBAA62220,공B552,월,13-15
공학수학1, 이병욱," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBAA62220,공B552,수,13-15
공학수학1, 강철구," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBAA62220,공A406,화,10-12
공학수학1, 강철구," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBAA62220,공A406,목,10-12
공학수학1, 이창진," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBAA62220,공D234,월,07-09
공학수학1, 이창진," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBAA62220,공D234,수,07-09
공학수학1, 노재형," 전기공학과, 전자공, 전기전자공학부",2,BBAA62220,공B366,월,10-12
공학수학1, 노재형," 전기공학과, 전자공, 전기전자공학부",2,BBAA62220,공B366,수,10-12
공학수학1, 김미현," 전기공학과, 전자공, 전기전자공학부",2,BBAA62220,새503,월,04-06
공학수학1, 김미현," 전기공학과, 전자공, 전기전자공학부",2,BBAA62220,새503,수,01-03
공학수학1, 남영우," 전기공학과, 전자공, 전기전자공학부",2,BBAA62220,새602,월,07-09
공학수학1, 남영우," 전기공학과, 전자공, 전기전자공학부",2,BBAA62220,새602,수,10-12
공학수학1, 김미현," 전기공학과, 전자공, 전기전자공학부",2,BBAA62220,새503,월,01-03
공학수학1, 김미현," 전기공학과, 전자공, 전기전자공학부",2,BBAA62220,새503,수,04-06
공학수학1, 김미현," 전기공학과, 생물공학과, 전자공, 전기전자공학부",2,BBAA62220,새503,화,04-06
공학수학1, 김미현," 전기공학과, 생물공학과, 전자공, 전기전자공학부",2,BBAA62220,새503,금,01-03
공학수학1, 남영우," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",2,BBAA62220,새602,수,13-15
공학수학1, 남영우," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",2,BBAA62220,새602,금,10-12
공학수학1, 남영우," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",2,BBAA62220,새602,월,13-15
공학수학1, 남영우," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",2,BBAA62220,새602,금,07-09
공학수학1, 남영우," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",2,BBAA62220,새602,월,10-12
공학수학1, 남영우," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",2,BBAA62220,새602,수,07-09
미적분학, 추프랑솨," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,공B564,화,04-06
미적분학, 추프랑솨," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,공B564,목,04-06
미적분학, 조영경," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새601,월,01-03
미적분학, 조영경," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새503,목,04-06
미적분학, 이정욱," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,공B170,화,13-15
미적분학, 이정욱," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,공B170,목,13-15
미적분학, 조영경," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새601,월,04-06
미적분학, 조영경," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새503,목,01-03
미적분학, 엄태관," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새602,월,01-03
미적분학, 엄태관," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새601,목,01-03
미적분학, 엄태관," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새602,월,04-06
미적분학, 엄태관," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새602,화,01-03
미적분학, 권윤기," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새601,월,07-09
미적분학, 권윤기," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새601,수,10-12
미적분학, 권윤기," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새601,월,10-12
미적분학, 권윤기," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새601,수,07-09
미적분학, 안수엽," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새503,월,10-12
미적분학, 안수엽," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새503,금,13-15
미적분학, 안수엽," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새503,월,13-15
미적분학, 안수엽," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새503,금,10-12
미적분학, 이은경," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새601,화,01-03
미적분학, 이은경," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새601,금,04-06
미적분학, 이은경," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새601,화,04-06
미적분학, 이은경," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새601,목,07-09
미적분학, 이은경," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새601,화,07-09
미적분학, 이은경," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새601,목,04-06
미적분학, 이은경," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새601,목,10-12
미적분학, 이은경," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새601,금,07-09
미적분학, 안소영," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새601,화,13-15
미적분학, 안소영," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새601,수,16-18
미적분학, 안소영," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새601,화,16-18
미적분학, 안소영," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새601,수,13-15
미적분학, 연윤정," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새602,금,01-06
미적분학, 연윤정," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새601,금,10-15
미적분학, 송원희," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새602,화,13-15
미적분학, 송원희," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새602,목,16-18
미적분학, 송원희," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새602,화,16-18
미적분학, 송원희," 전기공학과, 항공우주정보시스템공학과, 융합신소재공, 화학공, 생물공학과, 유기나노시스템공, 환경공학과, 인프라시스템, 사회환경플랜트, 전자공, 사회환경공학부, 기계공학부, 전기전자공학부, 화학공학부, 소프트웨어학과, 컴퓨터공학과, 기계항공공학부, 컴퓨터공학부, 산업공학과",1,BBAA62222,새602,목,13-15
인공지능의기초, 이정욱, 산업공학과,2,BBAA63030,공A403,화,10-12
인공지능의기초, 이정욱, 산업공학과,2,BBAA63030,공A403,목,10-12
공중보건과미용위생, 박세실리아, K뷰티산업융합학과,2,BBAA63132,산학216,토,03-08
뷰티산업경영통계학, 남경두, K뷰티산업융합학과,2,BBAA63137,산학219,화,19-21
의복구성1, 이소영, 의상디자인학과,1,BGAA08602,예623,목,11-18
의복구성1, 강인애, 의상디자인학과,1,BGAA08602,예623,월,11-18
의복구성1, 강인애, 의상디자인학과,1,BGAA08602,예623,수,11-18
표현연습, 이명선, 의상디자인학과,1,BGAA08625,예621,화,01-08
표현연습, 정윤주, 의상디자인학과,1,BGAA08625,예621,화,11-18
드로잉1, 최수정, 현대미술학과,1,BGAA09545,예409,월,11-16
드로잉1, 김재남, 현대미술학과,1,BGAA09545,예409,수,11-16
디지털워크샵1, 김다슬, 현대미술학과,1,BGAA09547,예222,월,03-08
디지털워크샵1, 김다슬, 현대미술학과,1,BGAA09547,예222,금,03-08
현대철학의이해, 최창희, 현대미술학과,2,BGAA09556,예414,월,03-06
색채연구," 이창민, 장용석", 리빙디자인학과,1,BGAA33525,예412,월,03-08
색채연구, 이은경, 리빙디자인학과,1,BGAA33525,예412,수,03-08
패션비즈니스의탐색, 황진숙, 의상디자인학과,1,BGAA39627,예413,수,03-06
패션비즈니스의탐색, 황진숙, 의상디자인학과,1,BGAA39627,예413,목,09-10
패션비즈니스의탐색, 황진숙, 의상디자인학과,1,BGAA39627,예413,수,09-10
패션비즈니스의탐색, 황진숙, 의상디자인학과,1,BGAA39627,예413,목,03-06
디자인읽기와쓰기1, 양유진, 산업디자인학과,1,BGAA46578,예719,화,11-16
디자인읽기와쓰기1, 양유진, 산업디자인학과,1,BGAA46578,예719,화,17-20
CAD1, 김화언, 리빙디자인학과,1,BGAA46646,예1008,금,03-08
CAD1, 김화언, 리빙디자인학과,1,BGAA46646,예1008,금,11-16
입체기초1, 김지민, 현대미술학과,1,BGAA49102,예409,화,03-08
입체기초1, 김지민, 현대미술학과,1,BGAA49102,예409,화,11-16
4D조형실습1, 권태훈, 산업디자인학과,1,BGAA53449,예722,수,03-08
4D조형실습1, 권태훈, 산업디자인학과,1,BGAA53449,예722,수,11-16
디자인시각화1, 조예진, 산업디자인학과,1,BGAA53451,예719,목,03-08
디자인시각화1, 양효정, 산업디자인학과,1,BGAA53451,예719,목,11-16
디지털디자인1, 권경범, 산업디자인학과,1,BGAA53453,예715,금,03-08
디지털디자인1, 권경범, 산업디자인학과,1,BGAA53453,예715,금,11-16
기능조형디자인1, 이예슬, 산업디자인학과,1,BGAA53455,예719,월,17-20
기능조형디자인1, 유승환, 산업디자인학과,1,BGAA53455,예719,월,03-08
표현방법연구, 현종광, 리빙디자인학과,1,BGAA55753,공예202-1,월,03-08
표현방법연구, 현종광, 리빙디자인학과,1,BGAA55753,공예202-1,월,11-16
현대미술의이해, 강정현, 리빙디자인학과,1,BGAA55764,예412,목,03-06
조형연구, 장재익, 리빙디자인학과,1,BGAA55799,예520,금,03-08
조형연구, 장재익, 리빙디자인학과,1,BGAA55799,예520,금,11-16
영상제작워크샵1, 신지호," 영상영화학과, 영상학과",1,BGAA55860,예B101,금,03-10
영상제작워크샵1, 신지호," 영상영화학과, 영상학과",1,BGAA55860,예B101,금,11-18
그래픽스앤애니메이션1, 박상현," 영상영화학과, 영상학과",1,BGAA55874,예221,화,01-08
그래픽스앤애니메이션1, 박상현," 영상영화학과, 영상학과",1,BGAA55874,예221,수,01-08
